Player;Role;Team;Opponent Team;Opponent Player;Date;Round;Day;Patch;Stage;No Game;all Games;Format;Game of day;Side;Time;Ban;Ban Opponent;Pick;Pick Opponent;Champion;Champion Opponent;Outcome;Kills Team;Turrets Team;Dragon Team;Baron Team;Level;Kills;Deaths;Assists;KDA;CS;CS in Teams Jungle;CS in Enemy Jungle;CSM;Golds;GPM;GOLD%;Vision Score;Wards placed;Wards destroyed;Control Wards Purchased;Detector Wards Placed;VSPM;WPM;VWPM;WCPM;VS%;Total damage to Champion;Physical Damage;Magic Damage;True Damage;DPM;DMG%;K+A Per Minute;KP%;Solo kills;Double kills;Triple kills;Quadra kills;Penta kills;GD@15;CSD@15;XPD@15;LVLD@15;Objectives Stolen;Damage dealt to turrets;Damage dealt to buildings;Total heal;Total Heals On Teammates;Damage self mitigated;Total Damage Shielded On Teammates;Time ccing others;Total Time CC Dealt;Total damage taken;Total Time Spent Dead;Consumables purchased;Items Purchased;Shutdown bounty collected;Shutdown bounty lost
Peanut;JUNGLE;HLE;PSG;JunJia;03.10.2024;1;1;v14.18;Worlds_MainEvent_24;1;1;1;6;Blue;00:28:55;Aurora;Ziggs;Maokai;Jax;Maokai;Sejuani;Win;17;9;2;1;14;0;3;14;4.7;160;150;0;5.5;9145;316;0.154;32;9;8;7;7;1.11;0.31;0.24;0.28;0.116;9466;606;7917;943;327;0.122;0.48;0.824;0;0;0;0;0;-716;-21;-585;-1;0;2426;2426;20043;0;31696;291;42;649;31326;36;8;25;0;0
Zeka;MID;HLE;PSG;Maple;03.10.2024;1;1;v14.18;Worlds_MainEvent_24;1;1;1;6;Blue;00:28:55;LeBlanc;Vi;Gnar;Akali;Yone;Akali;Win;17;9;2;1;16;6;3;9;5;259;12;0;9;13671;473;0.23;34;13;8;8;8;1.18;0.45;0.28;0.28;0.123;24648;17797;4253;2598;852;0.317;0.52;0.882;0;1;0;0;0;750;-15;-791;0;0;6367;6367;2935;0;17517;0;20;183;18958;110;10;30;50;250
Viper;ADCARRY;HLE;PSG;Betty;03.10.2024;1;1;v14.18;Worlds_MainEvent_24;1;1;1;6;Blue;00:28:55;Jhin;Ashe;Xayah;Kaisa;Xayah;Kaisa;Win;17;9;2;1;16;6;1;6;12;345;34;0;11.9;15510;536;0.261;49;13;14;4;4;1.69;0.45;0.14;0.48;0.178;20131;19849;0;282;696;0.259;0.41;0.706;0;0;1;0;0;188;4;299;0;0;6439;6439;4194;0;5618;0;13;134;9636;32;5;23;0;150
Delight;SUPPORT;HLE;PSG;Woody;03.10.2024;1;1;v14.18;Worlds_MainEvent_24;1;1;1;6;Blue;00:28:55;Nautilus;Ezreal;Rakan;Alistar;Rakan;Alistar;Win;17;9;2;1;13;0;1;13;13;37;0;0;1.3;8024;277;0.135;127;76;16;14;12;4.39;2.63;0.48;0.55;0.46;4644;821;3795;28;161;0.06;0.45;0.765;0;0;0;0;0;497;-4;75;1;0;7393;7393;4296;2883;14217;2598;26;85;7999;0;16;31;0;0
Azhi;TOP;PSG;HLE;Doran;03.10.2024;1;1;v14.18;Worlds_MainEvent_24;1;1;1;6;Red;00:28:55;Poppy;Skarner;Sejuani;Yone;Jax;Gnar;Loss;9;0;1;0;15;2;4;4;1.5;178;4;0;6.2;9032;312;0.193;26;17;2;7;6;0.9;0.59;0.24;0.07;0.117;8838;4265;4477;96;306;0.168;0.21;0.667;0;0;0;0;0;-493;-49;417;0;0;0;0;2153;0;22215;0;9;67;22893;156;9;26;0;0
JunJia;JUNGLE;PSG;HLE;Peanut;03.10.2024;1;1;v14.18;Worlds_MainEvent_24;1;1;1;6;Red;00:28:55;Ziggs;Aurora;Jax;Maokai;Sejuani;Maokai;Loss;9;0;1;0;13;1;4;5;1.5;159;140;0;5.5;8537;295;0.183;46;15;14;16;13;1.59;0.52;0.55;0.48;0.207;7674;4496;2782;396;265;0.146;0.21;0.667;0;0;0;0;0;716;21;585;1;0;0;0;12683;160;31883;0;20;321;32014;85;16;30;0;0
Maple;MID;PSG;HLE;Zeka;03.10.2024;1;1;v14.18;Worlds_MainEvent_24;1;1;1;6;Red;00:28:55;Vi;LeBlanc;Akali;Gnar;Akali;Yone;Loss;9;0;1;0;15;3;5;3;1.2;252;0;0;8.7;10842;375;0.232;28;8;10;6;5;0.97;0.28;0.21;0.35;0.126;18233;1045;16193;995;631;0.347;0.21;0.667;0;0;0;0;0;-750;15;791;0;0;211;211;77;0;12669;0;1;74;20799;208;8;21;250;0
Betty;ADCARRY;PSG;HLE;Viper;03.10.2024;1;1;v14.18;Worlds_MainEvent_24;1;1;1;6;Red;00:28:55;Ashe;Jhin;Kaisa;Xayah;Kaisa;Xayah;Loss;9;0;1;0;15;2;2;1;1.5;329;4;0;11.4;12021;416;0.257;39;12;17;4;4;1.35;0.41;0.14;0.59;0.176;14913;10600;3777;536;516;0.283;0.1;0.333;0;0;0;0;0;-188;-4;-299;0;0;8;8;3662;0;9654;0;2;31;14305;75;5;21;0;50
Woody;SUPPORT;PSG;HLE;Delight;03.10.2024;1;1;v14.18;Worlds_MainEvent_24;1;1;1;6;Red;00:28:55;Ezreal;Nautilus;Alistar;Rakan;Alistar;Rakan;Loss;9;0;1;0;11;1;2;4;2.5;36;0;0;1.2;6260;216;0.134;83;48;10;15;13;2.87;1.66;0.52;0.35;0.374;2957;246;2033;678;102;0.056;0.17;0.556;0;0;0;0;0;-497;4;-75;-1;0;0;0;5161;3128;26429;522;24;49;11440;69;17;30;150;0
Kiaya;TOP;GAM;FLY;Bwipo;03.10.2024;1;1;v14.18;Worlds_MainEvent_24;1;1;1;7;Blue;00:27:41;Skarner;Aurora;Vi;Kalista;Gnar;Sion;Loss;1;3;2;0;15;0;2;0;0;242;14;0;8.7;9844;356;0.223;22;11;2;3;2;0.79;0.4;0.11;0.07;0.098;13668;8834;4572;262;494;0.352;0;0;0;0;0;0;0;-1767;-33;-635;-1;0;2571;2571;1578;0;12786;0;18;334;15583;45;4;20;0;0
Levi;JUNGLE;GAM;FLY;Inspired;03.10.2024;1;1;v14.18;Worlds_MainEvent_24;1;1;1;7;Blue;00:27:41;Ashe;Shyvana;Poppy;Ivern;Vi;Ivern;Loss;1;3;2;0;14;0;2;1;0.5;183;165;0;6.6;8912;322;0.202;31;5;9;5;3;1.12;0.18;0.18;0.33;0.138;2767;2667;0;100;100;0.071;0.04;1;0;0;0;0;0;-398;-6;302;1;0;6906;6906;12366;0;25500;0;8;249;23719;42;6;21;0;0
Emo;MID;GAM;FLY;Quad;03.10.2024;1;1;v14.18;Worlds_MainEvent_24;1;1;1;7;Blue;00:27:41;Renekton;Ziggs;Jhin;Leona;Akali;Orianna;Loss;1;3;2;0;15;0;1;0;0;255;0;0;9.2;9254;334;0.209;24;9;6;5;4;0.87;0.33;0.18;0.22;0.107;6287;208;6079;0;227;0.162;0;0;0;0;0;0;0;-1023;-17;-858;-1;0;0;0;3863;0;12958;0;2;109;20502;0;7;23;0;0
EasyLove;ADCARRY;GAM;FLY;Massu;03.10.2024;1;1;v14.18;Worlds_MainEvent_24;1;1;1;7;Blue;00:27:41;Jax;Ahri;Akali;Orianna;Jhin;Kalista;Loss;1;3;2;0;14;1;0;0;Perfect_KDA;262;0;0;9.5;10091;365;0.228;20;10;3;3;2;0.72;0.36;0.11;0.11;0.089;12255;9634;2469;152;443;0.315;0.04;1;0;0;0;0;0;-258;-16;-290;-1;0;761;761;2915;0;4280;0;21;137;9860;0;4;18;0;0
Elio;SUPPORT;GAM;FLY;Busio;03.10.2024;1;1;v14.18;Worlds_MainEvent_24;1;1;1;7;Blue;00:27:41;KSante;Rumble;Gnar;Sion;Poppy;Leona;Loss;1;3;2;0;10;0;3;1;0.3;37;0;0;1.3;6093;220;0.138;128;67;18;12;11;4.62;2.42;0.43;0.65;0.569;3901;2982;383;536;141;0.1;0.04;1;0;0;0;0;0;123;1;373;1;0;222;222;333;0;8055;0;16;110;8669;77;14;27;0;0
Bwipo;TOP;FLY;GAM;Kiaya;03.10.2024;1;1;v14.18;Worlds_MainEvent_24;1;1;1;7;Red;00:27:41;Aurora;Skarner;Kalista;Vi;Sion;Gnar;Win;8;8;2;1;16;0;1;6;6;227;0;0;8.2;10460;378;0.197;29;12;3;6;4;1.05;0.43;0.22;0.11;0.129;13120;7756;5132;232;474;0.244;0.22;0.75;0;0;0;0;0;1767;33;635;1;0;8735;8735;4257;0;49602;0;31;612;21755;11;7;21;0;0
Inspired;JUNGLE;FLY;GAM;Levi;03.10.2024;1;1;v14.18;Worlds_MainEvent_24;1;1;1;7;Red;00:27:41;Shyvana;Ashe;Ivern;Poppy;Ivern;Vi;Win;8;8;2;1;15;0;0;7;Perfect_KDA;198;184;0;7.2;10104;365;0.19;32;5;8;3;3;1.16;0.18;0.11;0.29;0.143;4395;1116;2657;622;159;0.082;0.25;0.875;0;0;0;0;0;398;6;-302;-1;0;1042;1042;8884;3422;4159;9187;26;204;4867;0;3;13;0;0
Quad;MID;FLY;GAM;Emo;03.10.2024;1;1;v14.18;Worlds_MainEvent_24;1;1;1;7;Red;00:27:41;Ziggs;Renekton;Leona;Jhin;Orianna;Akali;Win;8;8;2;1;16;4;0;3;Perfect_KDA;299;0;0;10.8;13803;499;0.259;26;14;7;4;4;0.94;0.51;0.14;0.25;0.116;17214;1737;15365;112;622;0.32;0.25;0.875;0;1;0;0;0;1023;17;858;1;0;7635;7635;112;0;6353;1725;18;361;5643;0;6;23;0;0
Massu;ADCARRY;FLY;GAM;EasyLove;03.10.2024;1;1;v14.18;Worlds_MainEvent_24;1;1;1;7;Red;00:27:41;Ahri;Jax;Orianna;Akali;Kalista;Jhin;Win;8;8;2;1;15;4;0;4;Perfect_KDA;284;9;0;10.3;12275;443;0.231;31;10;10;3;3;1.12;0.36;0.11;0.36;0.138;14925;11712;2743;470;539;0.278;0.29;1;0;1;0;0;0;258;16;290;1;0;5212;5212;6509;0;9926;0;13;364;11478;0;4;21;0;0
Busio;SUPPORT;FLY;GAM;Elio;03.10.2024;1;1;v14.18;Worlds_MainEvent_24;1;1;1;7;Red;00:27:41;Rumble;KSante;Sion;Gnar;Leona;Poppy;Win;8;8;2;1;11;0;0;7;Perfect_KDA;41;0;0;1.5;6561;237;0.123;106;42;19;10;9;3.83;1.52;0.36;0.69;0.473;4128;807;2493;828;149;0.077;0.25;0.875;0;0;0;0;0;-123;-1;-373;-1;0;208;208;1375;127;14612;341;21;49;9863;0;12;26;0;0
Brokenblade;TOP;G2;PNG;Wizer;03.10.2024;1;1;v14.18;Worlds_MainEvent_24;1;1;1;8;Blue;00:33:28;Jax;Poppy;Rell;Aurora;Yasuo;Aurora;Win;19;11;3;1;18;6;1;8;14;300;10;0;9;15218;455;0.213;61;17;13;5;5;1.82;0.51;0.15;0.39;0.162;15490;13527;1747;216;463;0.181;0.42;0.737;0;0;0;0;0;790;-7;536;0;0;7675;7675;10593;0;29824;0;21;238;25202;45;7;24;0;150
Yike;JUNGLE;G2;PNG;Cariok;03.10.2024;1;1;v14.18;Worlds_MainEvent_24;1;1;1;8;Blue;00:33:28;Lucian;Orianna;Brand;Maokai;Brand;Maokai;Win;19;11;3;1;17;6;2;10;8;257;218;0;7.7;14386;430;0.202;104;46;29;5;5;3.11;1.37;0.15;0.87;0.277;28287;468;25704;2115;845;0.33;0.48;0.842;0;1;0;0;0;1976;30;1292;1;0;3684;3684;19017;0;16102;0;34;505;29086;48;5;19;0;100
Caps;MID;G2;PNG;dyNquedo;03.10.2024;1;1;v14.18;Worlds_MainEvent_24;1;1;1;8;Blue;00:33:28;Akali;Sejuani;Yone;Smolder;Yone;Smolder;Win;19;11;3;1;18;3;0;4;Perfect_KDA;418;84;0;12.5;17310;517;0.243;29;8;6;4;2;0.87;0.24;0.12;0.18;0.077;15583;10547;2864;2172;466;0.182;0.21;0.368;2;0;0;0;0;669;28;958;0;0;9416;9416;18893;0;32365;0;12;347;27416;0;5;23;0;0
Hans Sama;ADCARRY;G2;PNG;Titan;03.10.2024;1;1;v14.18;Worlds_MainEvent_24;1;1;1;8;Blue;00:33:28;Ashe;Renekton;Jhin;Xayah;Jhin;Xayah;Win;19;11;3;1;18;3;1;11;14;336;8;0;10;14973;447;0.21;48;5;28;2;1;1.43;0.15;0.06;0.84;0.128;22398;20236;2122;40;669;0.261;0.42;0.737;0;0;0;0;0;230;20;755;1;0;4439;4439;6600;0;7448;0;26;110;13418;45;3;20;50;250
Mikyx;SUPPORT;G2;PNG;Kuri;03.10.2024;1;1;v14.18;Worlds_MainEvent_24;1;1;1;8;Blue;00:33:28;Kalista;Draven;Yasuo;Rakan;Rell;Rakan;Win;19;11;3;1;12;1;5;11;2.4;34;0;0;1;9458;283;0.133;134;64;21;17;17;4;1.91;0.51;0.63;0.356;3914;454;2538;922;117;0.046;0.36;0.632;0;0;0;0;0;1127;-11;-601;0;0;3520;3520;1891;0;30028;1551;27;60;19541;108;19;35;0;0
Wizer;TOP;PNG;G2;Brokenblade;03.10.2024;1;1;v14.18;Worlds_MainEvent_24;1;1;1;8;Red;00:33:28;Poppy;Jax;Aurora;Rell;Aurora;Yasuo;Loss;9;0;2;0;15;1;4;3;1;246;3;0;7.4;10509;314;0.189;34;10;19;7;6;1.02;0.3;0.21;0.57;0.113;16613;1601;15012;0;496;0.262;0.12;0.444;0;0;0;0;0;-790;7;-536;0;0;0;0;3410;0;12921;0;7;216;21029;124;9;26;250;0
Cariok;JUNGLE;PNG;G2;Yike;03.10.2024;1;1;v14.18;Worlds_MainEvent_24;1;1;1;8;Red;00:33:28;Orianna;Lucian;Maokai;Brand;Maokai;Brand;Loss;9;0;2;0;13;0;6;7;1.2;152;129;0;4.5;8649;258;0.156;32;12;8;11;10;0.96;0.36;0.33;0.24;0.106;6401;311;5870;220;191;0.101;0.21;0.778;0;0;0;0;0;-1976;-30;-1292;-1;0;0;0;16166;0;38536;1186;39;560;34272;132;13;28;0;0
dyNquedo;MID;PNG;G2;Caps;03.10.2024;1;1;v14.18;Worlds_MainEvent_24;1;1;1;8;Red;00:33:28;Sejuani;Akali;Smolder;Yone;Smolder;Yone;Loss;9;0;2;0;18;5;2;1;3;360;8;0;10.8;14763;441;0.266;29;14;5;6;5;0.87;0.42;0.18;0.15;0.096;24009;14860;5010;4139;717;0.379;0.18;0.667;0;1;0;0;0;-669;-28;-958;0;0;1192;1192;4193;0;15323;0;10;237;20040;45;7;28;150;50
Titan;ADCARRY;PNG;G2;Hans Sama;03.10.2024;1;1;v14.18;Worlds_MainEvent_24;1;1;1;8;Red;00:33:28;Renekton;Ashe;Xayah;Jhin;Xayah;Jhin;Loss;9;0;2;0;17;3;3;3;2;374;13;0;11.2;14298;427;0.258;44;14;13;6;6;1.31;0.42;0.18;0.39;0.146;12812;12648;68;96;383;0.202;0.18;0.667;0;0;0;0;0;-230;-20;-755;-1;0;0;0;3655;0;9890;0;9;66;17422;95;8;25;100;0
Kuri;SUPPORT;PNG;G2;Mikyx;03.10.2024;1;1;v14.18;Worlds_MainEvent_24;1;1;1;8;Red;00:33:28;Draven;Kalista;Rakan;Yasuo;Rakan;Rell;Loss;9;0;2;0;13;0;4;9;2.3;50;0;0;1.5;7248;217;0.131;162;107;26;18;16;4.84;3.2;0.54;0.78;0.538;3577;404;2463;710;107;0.056;0.27;1;0;0;0;0;0;-1127;11;601;0;0;0;0;2967;1220;19765;3451;22;80;15305;95;20;35;0;0
Bin;TOP;BLG;LNG;Zika;04.10.2024;2;2;v14.18;Worlds_MainEvent_24;1;1;1;1;Blue;00:29:40;Skarner;Aurora;Orianna;Rumble;KSante;Rumble;Loss;11;3;1;0;15;5;2;2;3.5;228;8;0;7.7;10652;359;0.216;21;8;3;5;4;0.71;0.27;0.17;0.1;0.095;13091;10515;1173;1403;441;0.216;0.24;0.636;1;0;0;0;0;115;18;90;0;0;0;0;3973;0;38428;24;32;1192;24212;77;6;26;0;100
Wei;JUNGLE;BLG;LNG;WeiWei;04.10.2024;2;2;v14.18;Worlds_MainEvent_24;1;1;1;1;Blue;00:29:40;Renekton;Gnar;Vi;Nocturne;Vi;Nocturne;Loss;11;3;1;0;13;0;6;7;1.2;153;140;0;5.2;8804;297;0.179;52;15;13;15;13;1.75;0.51;0.51;0.44;0.234;7393;6985;0;408;249;0.122;0.24;0.636;0;0;0;0;0;327;-13;-89;0;0;1371;1371;11692;0;31402;0;17;193;29915;181;16;36;0;0
Knight;MID;BLG;LNG;Scout;04.10.2024;2;2;v14.18;Worlds_MainEvent_24;1;1;1;1;Blue;00:29:40;Kindred;Jax;KSante;Yone;Orianna;Yone;Loss;11;3;1;0;14;2;5;3;1;230;4;0;7.8;10221;345;0.207;28;8;12;4;4;0.94;0.27;0.13;0.4;0.126;17202;1245;15957;0;580;0.283;0.17;0.455;0;0;0;0;0;525;4;-477;0;0;611;611;628;0;9943;1306;24;306;16400;174;6;17;0;150
Elk;ADCARRY;BLG;LNG;GALA;04.10.2024;2;2;v14.18;Worlds_MainEvent_24;1;1;1;1;Blue;00:29:40;Ziggs;Ezreal;Jhin;Ashe;Jhin;Ashe;Loss;11;3;1;0;15;4;3;5;3;321;32;0;10.8;13030;439;0.264;19;11;5;4;4;0.64;0.37;0.13;0.17;0.086;18490;14435;3767;288;623;0.304;0.3;0.818;0;0;0;0;0;1410;11;732;1;0;3931;3931;6714;0;10051;0;24;204;19119;81;6;21;0;350
ON;SUPPORT;BLG;LNG;Hang;04.10.2024;2;2;v14.18;Worlds_MainEvent_24;1;1;1;1;Blue;00:29:40;;Kaisa;Rell;Poppy;Rell;Poppy;Loss;11;3;1;0;11;0;7;8;1.1;36;0;0;1.2;6574;222;0.133;102;52;15;18;14;3.44;1.75;0.61;0.51;0.459;4552;769;2674;1109;153;0.075;0.27;0.727;0;0;0;0;0;19;-3;-51;0;0;1991;1991;752;0;23753;1047;28;104;19089;158;19;32;0;0
Zika;TOP;LNG;BLG;Bin;04.10.2024;2;2;v14.18;Worlds_MainEvent_24;1;1;1;1;Red;00:29:40;Aurora;Skarner;Rumble;Orianna;Rumble;KSante;Win;23;7;3;1;16;6;2;10;8;201;16;0;6.8;12223;412;0.206;26;11;4;4;3;0.88;0.37;0.13;0.13;0.091;27259;1322;25078;859;919;0.318;0.54;0.696;0;2;0;0;0;-115;-18;-90;0;0;3415;3415;2409;0;19839;0;16;314;19104;74;6;21;200;0
WeiWei;JUNGLE;LNG;BLG;Wei;04.10.2024;2;2;v14.18;Worlds_MainEvent_24;1;1;1;1;Red;00:29:40;Gnar;Renekton;Nocturne;Vi;Nocturne;Vi;Win;23;7;3;1;15;2;2;12;7;210;179;0;7.1;11243;379;0.189;68;26;15;8;7;2.29;0.88;0.27;0.51;0.238;10729;9616;847;266;362;0.125;0.47;0.609;0;0;0;0;0;-327;13;89;0;0;2817;2817;19068;0;20510;0;126;597;33158;64;9;28;0;0
Scout;MID;LNG;BLG;Knight;04.10.2024;2;2;v14.18;Worlds_MainEvent_24;1;1;1;1;Red;00:29:40;Jax;Kindred;Yone;KSante;Yone;Orianna;Win;23;7;3;1;17;7;1;7;14;289;24;0;9.7;14338;483;0.241;24;5;3;5;3;0.81;0.17;0.17;0.1;0.084;22669;16883;3271;2515;764;0.264;0.47;0.609;0;0;1;0;0;-525;-4;477;0;0;5796;5796;8423;0;17705;0;24;195;18284;32;6;21;400;0
GALA;ADCARRY;LNG;BLG;Elk;04.10.2024;2;2;v14.18;Worlds_MainEvent_24;1;1;1;1;Red;00:29:40;Ezreal;Ziggs;Ashe;Jhin;Ashe;Jhin;Win;23;7;3;1;16;6;2;11;8.5;265;8;0;8.9;13506;455;0.227;35;9;7;4;2;1.18;0.3;0.13;0.24;0.122;16570;15259;955;356;559;0.193;0.57;0.739;0;2;0;0;0;-1410;-11;-732;-1;0;7058;7058;2710;0;5326;0;39;672;11718;57;5;21;0;0
Hang;SUPPORT;LNG;BLG;ON;04.10.2024;2;2;v14.18;Worlds_MainEvent_24;1;1;1;1;Red;00:29:40;Kaisa;;Poppy;Rell;Poppy;Rell;Win;23;7;3;1;12;2;4;14;4;39;0;0;1.3;8109;273;0.136;133;75;12;15;14;4.48;2.53;0.51;0.4;0.465;8533;5700;1667;1166;288;0.099;0.54;0.696;0;0;0;0;0;-19;3;51;0;0;0;0;2215;0;18919;108;33;236;18408;71;17;33;0;0
Kiin;TOP;GEN;TES;369;04.10.2024;2;2;v14.18;Worlds_MainEvent_24;1;1;1;2;Blue;00:33:41;Ivern;Aurora;Yone;Rumble;Gnar;Rumble;Win;25;9;3;2;17;1;4;11;3;247;8;0;7.3;12385;368;0.183;46;13;11;5;5;1.37;0.39;0.15;0.33;0.146;14907;10942;3673;292;443;0.141;0.36;0.48;0;0;0;0;0;-2380;-17;-1482;-1;0;9222;9222;3274;0;27187;0;20;473;24686;118;7;32;0;0
Canyon;JUNGLE;GEN;TES;Tian;04.10.2024;2;2;v14.18;Worlds_MainEvent_24;1;1;1;2;Blue;00:33:41;Ashe;Ziggs;Maokai;Jhin;Maokai;Sejuani;Win;25;9;3;2;16;1;5;17;3.6;190;170;0;5.6;11690;347;0.172;49;10;11;8;6;1.45;0.3;0.24;0.33;0.156;13371;945;12220;206;397;0.126;0.53;0.72;0;0;0;0;0;-649;3;23;0;0;4401;4401;24688;0;49472;1638;62;713;43186;76;9;27;0;0
Chovy;MID;GEN;TES;Creme;04.10.2024;2;2;v14.18;Worlds_MainEvent_24;1;1;1;2;Blue;00:33:41;Renekton;Smolder;Gnar;Lucian;Yone;Lucian;Win;25;9;3;2;18;9;2;8;8.5;280;10;0;8.3;15493;460;0.228;54;10;19;5;5;1.6;0.3;0.15;0.56;0.172;23655;16346;4279;3030;702;0.224;0.5;0.68;0;2;0;0;0;623;1;364;1;0;1731;1731;11597;0;41749;0;27;232;28250;83;9;24;50;350
Peyz;ADCARRY;GEN;TES;JackeyLove;04.10.2024;2;2;v14.18;Worlds_MainEvent_24;1;1;1;2;Blue;00:33:41;Nocturne;Kalista;Kaisa;Sejuani;Kaisa;Jhin;Win;25;9;3;2;18;14;1;11;25;309;28;0;9.2;18841;559;0.278;42;11;12;2;2;1.25;0.33;0.06;0.36;0.134;44817;13622;30440;755;1331;0.424;0.74;1;1;1;1;0;0;641;7;243;0;0;5237;5237;4247;0;11005;0;4;101;13701;32;4;24;850;150
Lehends;SUPPORT;GEN;TES;meiko;04.10.2024;2;2;v14.18;Worlds_MainEvent_24;1;1;1;2;Blue;00:33:41;Skarner;Ezreal;Leona;Rell;Leona;Rell;Win;25;9;3;2;13;0;5;23;4.6;24;0;0;0.7;9450;281;0.139;123;68;17;23;23;3.65;2.02;0.68;0.5;0.392;8951;1777;6456;718;266;0.085;0.68;0.92;0;0;0;0;0;167;-17;-735;-1;0;2950;2950;942;0;24602;710;39;75;18218;113;25;40;0;0
369;TOP;TES;GEN;Kiin;04.10.2024;2;2;v14.18;Worlds_MainEvent_24;1;1;1;2;Red;00:33:41;Aurora;Ivern;Rumble;Yone;Rumble;Gnar;Loss;17;3;2;0;17;7;3;7;4.7;268;17;0;8;13638;405;0.24;34;16;2;5;5;1.01;0.48;0.15;0.06;0.14;31537;867;30636;34;936;0.357;0.42;0.824;0;1;0;0;0;2380;17;1482;1;0;383;383;3723;1315;24580;0;16;376;27752;83;7;24;450;550
Tian;JUNGLE;TES;GEN;Canyon;04.10.2024;2;2;v14.18;Worlds_MainEvent_24;1;1;1;2;Red;00:33:41;Ziggs;Ashe;Jhin;Maokai;Sejuani;Maokai;Loss;17;3;2;0;14;3;6;10;2.2;164;147;0;4.9;10303;306;0.181;40;19;4;18;17;1.19;0.56;0.53;0.12;0.165;13103;6228;6337;538;389;0.148;0.39;0.765;0;0;0;0;0;649;-3;-23;0;0;344;344;12790;421;52952;1929;38;416;39985;178;20;37;0;100
Creme;MID;TES;GEN;Chovy;04.10.2024;2;2;v14.18;Worlds_MainEvent_24;1;1;1;2;Red;00:33:41;Smolder;Renekton;Lucian;Gnar;Lucian;Yone;Loss;17;3;2;0;15;3;4;6;2.3;273;13;0;8.1;12294;365;0.216;32;15;6;6;6;0.95;0.45;0.18;0.18;0.132;20596;18182;2052;362;611;0.233;0.27;0.529;0;0;0;0;0;-623;-1;-364;-1;0;6073;6073;6505;0;12706;0;4;72;24417;149;8;25;0;150
JackeyLove;ADCARRY;TES;GEN;Peyz;04.10.2024;2;2;v14.18;Worlds_MainEvent_24;1;1;1;2;Red;00:33:41;Kalista;Nocturne;Sejuani;Kaisa;Jhin;Kaisa;Loss;17;3;2;0;16;3;5;8;2.2;282;10;0;8.4;13205;392;0.232;32;16;6;8;8;0.95;0.48;0.24;0.18;0.132;17360;13815;3079;466;515;0.196;0.33;0.647;1;1;0;0;0;-641;-7;-243;0;0;2750;2750;2826;0;10053;0;20;208;17344;151;9;27;50;100
meiko;SUPPORT;TES;GEN;Lehends;04.10.2024;2;2;v14.18;Worlds_MainEvent_24;1;1;1;2;Red;00:33:41;Ezreal;Skarner;Rell;Leona;Rell;Leona;Loss;17;3;2;0;12;1;7;9;1.4;38;0;0;1.1;7410;220;0.13;105;55;15;17;15;3.12;1.63;0.5;0.45;0.432;5807;692;3809;1306;172;0.066;0.3;0.588;0;0;0;0;0;-167;17;735;1;0;0;0;351;0;26143;0;32;115;19907;145;20;35;0;0
Brokenblade;TOP;G2;HLE;Doran;04.10.2024;2;2;v14.18;Worlds_MainEvent_24;1;1;1;3;Blue;00:45:40;Akali;Brand;Yone;Sejuani;Poppy;Jax;Loss;9;7;3;3;18;3;2;4;3.5;347;8;0;7.6;17057;374;0.208;67;30;12;12;12;1.47;0.66;0.26;0.26;0.163;21697;17574;3687;436;475;0.239;0.15;0.778;0;0;0;0;0;566;8;858;1;0;6290;6290;10660;0;88621;0;55;2474;45303;60;14;34;0;200
Yike;JUNGLE;G2;HLE;Peanut;04.10.2024;2;2;v14.18;Worlds_MainEvent_24;1;1;1;3;Blue;00:45:40;Vi;Zyra;Lillia;Jax;Lillia;Sejuani;Loss;9;7;3;3;18;1;2;7;4;305;243;0;6.7;15868;347;0.193;59;12;16;13;11;1.29;0.26;0.28;0.35;0.144;17608;132;13512;3964;386;0.194;0.18;0.889;0;0;0;0;0;-865;-7;-495;-1;1;876;876;32146;0;31130;0;30;616;45667;81;14;39;0;0
Caps;MID;G2;HLE;Zeka;04.10.2024;2;2;v14.18;Worlds_MainEvent_24;1;1;1;3;Blue;00:45:40;Gnar;Aurora;Poppy;Smolder;Yone;Smolder;Loss;9;7;3;3;18;1;3;6;2.3;457;15;0;10;20385;446;0.248;46;12;9;7;7;1.01;0.26;0.15;0.2;0.112;32291;22670;5982;3639;707;0.356;0.15;0.778;0;0;0;0;0;-1204;-11;-574;0;0;6603;6603;22552;0;59479;0;30;389;48410;82;10;32;0;450
Hans Sama;ADCARRY;G2;HLE;Viper;04.10.2024;2;2;v14.18;Worlds_MainEvent_24;1;1;1;3;Blue;00:45:40;Ziggs;Jhin;Varus;Ashe;Varus;Ashe;Loss;9;7;3;3;18;4;3;2;2;405;23;0;8.9;18572;407;0.226;62;20;19;4;4;1.36;0.44;0.09;0.42;0.151;15209;12071;3138;0;333;0.168;0.13;0.667;0;1;0;0;0;-744;5;-287;-1;0;2406;2406;6727;0;13146;0;24;415;17563;75;7;29;300;150
Mikyx;SUPPORT;G2;HLE;Delight;04.10.2024;2;2;v14.18;Worlds_MainEvent_24;1;1;1;3;Blue;00:45:40;Renata_Glasc;Kalista;Rell;Braum;Rell;Braum;Loss;9;7;3;3;13;0;7;7;1;35;0;0;0.8;10290;225;0.125;177;97;17;27;25;3.88;2.12;0.59;0.37;0.431;3814;530;2340;944;84;0.042;0.15;0.778;0;0;0;0;0;-624;-4;-810;0;0;256;256;2377;281;36756;1297;29;64;26600;199;30;49;0;0
